#{"t_start": 1757786018.3683665, "env_id": null}
r,l,t
-4.5,40,10571.26493
-6.0,40,10573.546962
-6.0,40,10575.815786
-4.0,40,10578.168141
-6.0,40,10614.494768
-4.5,40,10616.756172
-4.0,40,10619.041352
-6.0,40,10621.336182
-5.0,40,10623.791223
-3.0,40,10626.297999
-4.0,40,10628.599573
-4.0,40,10630.870008
-6.0,40,10633.335527
-4.5,40,10635.638492
-4.5,40,10638.076889
-5.5,40,10640.42566
-6.0,40,10642.838598
-4.0,40,10645.205596
-6.0,40,10647.564189
-4.0,40,10649.926572
-4.5,40,10652.329961
-6.0,40,10654.785824
-3.5,40,10657.071248
-6.5,40,10659.402673
-4.0,40,10661.78492
-5.0,40,10664.093494
-3.5,40,10666.494603
-5.0,40,10668.84163
-6.0,40,10671.085621
-4.0,40,10703.023997
-6.5,40,10705.350296
-6.0,40,10707.709387
-3.5,40,10710.062809
-4.5,40,10712.4411
-3.5,40,10714.774501
-4.5,40,10717.08177
-4.5,40,10719.48624
-6.5,40,10721.857699
-5.0,40,10724.192392
-4.5,40,10726.604958
-3.5,40,10728.979496
-4.5,40,10731.406396
-6.0,40,10733.820091
-4.0,40,10736.17702
-3.5,40,10738.57209
-4.5,40,10740.941665
-6.0,40,10743.193828
-5.0,40,10745.709071
-5.0,40,10748.106575
-4.0,40,10750.570175
-6.0,40,10752.914952
-4.0,40,10755.332594
-6.0,40,10757.652533
-6.0,40,10760.030548
-4.5,40,10795.994688
-4.5,40,10798.371376
-6.5,40,10800.952545
-4.0,40,10803.310245
-5.0,40,10805.84397
-3.5,40,10808.094431
-4.5,40,10810.48685
-4.0,40,10812.958314
-4.5,40,10815.247049
-5.5,40,10817.690124
-5.5,40,10819.99093
-4.5,40,10822.231569
-6.0,40,10824.639131
-3.5,40,10826.99264
-6.0,40,10829.359014
-4.0,40,10831.824601
-4.5,40,10834.175151
-4.5,40,10836.545789
-4.0,40,10838.817767
-3.5,40,10841.275704
-4.0,40,10843.632185
-5.0,40,10845.840562
-4.5,40,10848.106886
-3.5,40,10850.49986
-5.0,40,10852.792126
-3.5,40,10889.065817
-4.0,40,10891.449763
-5.5,40,10893.815988
-4.5,40,10896.086495
-5.0,40,10898.455989
-4.5,40,10900.932919
-4.0,40,10903.253885
-4.0,40,10905.619553
-4.0,40,10907.965742
-4.0,40,10910.35277
-4.0,40,10912.681413
-3.5,40,10914.934813
-3.5,40,10917.223945
-5.0,40,10919.62045
-6.0,40,10921.934018
-4.0,40,10924.225494
-4.0,40,10926.622307
-4.5,40,10928.9531
-5.0,40,10931.256399
-6.0,40,10933.596135
-4.0,40,10935.970965
-3.5,40,10938.274478
-4.5,40,10940.562791
-4.5,40,10942.712454
-6.5,40,10945.154476
-4.5,40,10976.960615
-4.0,40,10979.182737
-4.0,40,10981.653744
-4.0,40,10983.962148
-7.0,40,10986.260507
-4.0,40,10988.702146
-4.0,40,10991.087423
-6.5,40,10993.456669
-4.5,40,10995.646482
-6.0,40,10998.021066
-4.0,40,11000.372746
-3.5,40,11002.754221
-5.5,40,11005.114222
-6.5,40,11007.524997
-6.0,40,11009.955237
-4.0,40,11012.218066
-3.5,40,11014.624177
-5.0,40,11017.041389
-6.0,40,11019.389939
-4.0,40,11021.705373
-4.0,40,11024.101062
-5.0,40,11026.41419
-3.5,40,11028.744251
-4.0,40,11031.151221
-6.0,40,11033.470154
-4.0,40,11069.541752
-4.0,40,11071.762276
-4.0,40,11074.181194
-3.5,40,11076.659714
-4.5,40,11079.017484
-4.0,40,11081.372861
-4.5,40,11083.721435
-6.0,40,11086.118587
-4.5,40,11088.522925
-4.0,40,11090.99604
-3.5,40,11093.398078
-5.0,40,11095.935421
-6.0,40,11098.325892
-6.5,40,11100.70092
-4.0,40,11103.190043
-3.5,40,11105.632676
-3.5,40,11107.965851
-4.0,40,11110.372244
-4.5,40,11112.65205
-5.0,40,11114.917212
-3.5,40,11117.260965
-4.0,40,11119.554521
-4.5,40,11121.834075
-4.0,40,11124.277639
-6.0,40,11126.561267
-4.0,40,11163.032479
-3.0,40,11165.39297
-4.0,40,11167.831721
-4.5,40,11170.215003
-4.5,40,11172.684044
-3.5,40,11175.005199
-3.5,40,11177.491915
-4.5,40,11179.892322
-4.0,40,11182.268999
-4.5,40,11184.734184
-4.0,40,11187.114825
-6.0,40,11189.640258
-4.5,40,11192.046139
-3.5,40,11194.455005
-4.0,40,11196.761688
-3.5,40,11199.089406
-4.5,40,11201.384668
-5.0,40,11203.770646
-6.0,40,11205.957863
-4.5,40,11208.336702
-6.0,40,11210.791062
-3.5,40,11213.171626
-4.0,40,11215.574362
-5.0,40,11217.881872
-6.0,40,11220.136993
-4.5,40,11256.820692
-4.0,40,11259.151903
-4.0,40,11261.467766
-4.0,40,11263.752003
-5.5,40,11266.134956
-4.0,40,11268.624207
-4.5,40,11271.038763
-5.5,40,11273.497709
-4.0,40,11275.877105
-3.5,40,11278.219278
-4.5,40,11280.638575
-3.5,40,11283.167481
-3.5,40,11285.414212
-5.5,40,11287.868117
-4.5,40,11290.135984
-3.5,40,11292.600309
-4.5,40,11294.875051
-4.0,40,11297.1642
-4.0,40,11299.639373
-6.5,40,11301.99704
-5.5,40,11304.358395
-4.5,40,11306.769071
-4.0,40,11309.187813
-6.0,40,11311.645989
-5.0,40,11313.959243
-4.0,40,11345.828875
-4.5,40,11348.056335
-4.5,40,11350.39632
-4.5,40,11352.710891
-6.0,40,11355.124716
-4.5,40,11357.582338
-4.5,40,11359.984265
-4.0,40,11362.209516
-4.0,40,11364.746259
-4.5,40,11367.148938
-4.0,40,11369.483976
-4.0,40,11371.792634
-4.5,40,11374.076046
-4.5,40,11376.396053
-3.5,40,11378.74301
-4.0,40,11381.090592
-4.0,40,11383.481132
-4.0,40,11385.816536
-4.0,40,11388.182045
-6.5,40,11390.614561
-3.5,40,11392.953202
-4.0,40,11395.321258
-4.0,40,11397.675083
-5.5,40,11400.064691
-5.0,40,11402.541689
-4.0,40,11439.967397
-4.5,40,11442.288406
-4.0,40,11444.629239
-4.0,40,11446.906279
-4.0,40,11449.240011
-4.0,40,11451.656689
-4.5,40,11454.217013
-4.0,40,11456.492085
-5.0,40,11458.897073
-6.0,40,11461.308251
-4.0,40,11463.834008
-4.0,40,11466.251715
-4.5,40,11468.607893
-4.0,40,11471.009795
-5.0,40,11473.435917
-4.0,40,11475.893468
-4.0,40,11478.146014
-4.5,40,11480.632432
-4.0,40,11483.049358
-5.0,40,11485.387224
-4.0,40,11487.722378
-4.5,40,11490.023896
-3.0,40,11492.417895
-4.5,40,11494.739236
-3.5,40,11497.014931
-4.0,40,11535.272253
-4.5,40,11537.648966
-4.5,40,11540.063434
-4.5,40,11542.384651
-5.0,40,11544.802285
-4.0,40,11547.113145
-5.5,40,11549.535076
-3.5,40,11551.966762
-4.5,40,11554.368615
-5.0,40,11556.595894
-4.0,40,11558.981575
-4.0,40,11561.291033
-4.5,40,11563.683501
-6.5,40,11566.246213
-4.5,40,11568.611738
-3.5,40,11571.058081
-4.0,40,11573.388093
-4.0,40,11575.759645
-3.5,40,11577.996137
-4.0,40,11580.356365
-4.0,40,11582.645229
-4.0,40,11585.059854
-3.5,40,11587.418421
-4.5,40,11589.896613
-5.0,40,11592.231071
-5.5,40,11628.813493
-4.0,40,11631.179735
-4.0,40,11633.541245
-4.5,40,11635.842733
-4.0,40,11638.313501
-4.5,40,11640.67761
-6.0,40,11643.054961
-4.0,40,11645.339751
-4.5,40,11647.856775
-5.0,40,11650.196648
-3.5,40,11652.774703
-4.5,40,11655.21443
-4.5,40,11657.748225
-4.0,40,11660.15507
-4.0,40,11662.648055
-4.5,40,11664.970753
-4.0,40,11667.333365
-4.0,40,11669.560352
-4.5,40,11671.964038
-3.5,40,11674.385695
-4.5,40,11676.806457
-3.5,40,11679.157045
-4.5,40,11681.534461
-7.0,40,11683.887547
-4.0,40,11686.278341
-4.0,40,11717.833596
-4.0,40,11720.141373
-4.5,40,11722.422473
-4.0,40,11724.769704
-5.0,40,11727.188588
-4.0,40,11729.722235
-3.5,40,11732.133252
-3.5,40,11734.448941
-4.5,40,11736.950663
-4.5,40,11739.325202
-3.5,40,11741.743922
-4.5,40,11744.125686
-5.0,40,11746.479252
-4.0,40,11748.888505
-5.5,40,11751.44855
-4.0,40,11753.750316
-4.5,40,11756.085695
-4.0,40,11758.380514
-4.5,40,11760.718429
-4.0,40,11762.977726
-3.5,40,11765.401175
-4.5,40,11767.772895
-4.5,40,11770.165025
-4.5,40,11772.314252
-4.5,40,11774.706596
-4.0,40,11810.711582
-4.0,40,11812.934956
-4.0,40,11815.255617
-4.5,40,11817.485071
-4.0,40,11819.873634
-3.5,40,11822.231636
-4.5,40,11824.673406
-4.5,40,11826.9606
-4.5,40,11829.47647
-5.0,40,11831.774752
-4.5,40,11834.095723
-4.0,40,11836.407377
-4.0,40,11838.848032
-4.0,40,11841.16278
-5.0,40,11843.479511
-4.0,40,11846.001767
-4.5,40,11848.375566
-4.0,40,11850.731417
-3.5,40,11853.175679
-4.5,40,11855.63561
-4.0,40,11858.032926
-4.0,40,11860.399518
-4.0,40,11862.716377
-6.0,40,11865.044443
-4.5,40,11867.37064
-3.5,40,11903.950919
-6.5,40,11906.447199
-4.0,40,11908.90796
-4.0,40,11911.363261
-5.0,40,11913.604075
-4.0,40,11916.009129
-4.5,40,11918.285103
-4.0,40,11920.603132
-4.0,40,11922.96792
-4.5,40,11925.206074
-4.0,40,11927.659729
-4.5,40,11929.85601
-4.0,40,11932.295239
-4.0,40,11934.467227
-4.5,40,11936.835605
-5.5,40,11939.24207
-4.0,40,11941.630679
-4.0,40,11943.964453
-4.5,40,11946.357877
-4.0,40,11948.894572
-4.0,40,11951.232151
-4.5,40,11953.678338
-4.0,40,11956.144726
-4.0,40,11958.562892
-5.0,40,11960.926368
-4.0,40,11992.125002
-4.0,40,11994.363313
-4.0,40,11996.888277
-3.5,40,11999.390257
-4.0,40,12001.797446
-4.5,40,12004.062065
-3.5,40,12006.495626
-3.5,40,12008.836637
-4.0,40,12011.318205
-4.5,40,12013.674069
-4.5,40,12016.043393
-4.5,40,12018.485713
-3.5,40,12020.807054
-4.0,40,12023.274811
-5.0,40,12025.606463
-4.5,40,12028.011854
-4.5,40,12030.448368
-4.5,40,12032.895264
-3.0,40,12035.262223
-3.5,40,12037.626266
-4.0,40,12039.832236
-4.5,40,12042.196809
-3.5,40,12044.443123
-4.5,40,12046.832037
-4.0,40,12049.005343
-4.0,40,12084.775393
-3.5,40,12087.193971
-4.5,40,12089.594842
-5.0,40,12091.947043
-4.5,40,12094.33032
-4.0,40,12096.77113
-3.0,40,12099.336016
-4.5,40,12101.686807
-6.5,40,12104.059795
-4.0,40,12106.438715
-3.5,40,12108.855005
-4.0,40,12111.309236
-4.5,40,12113.739481
-4.0,40,12116.143638
-4.0,40,12118.489325
-3.0,40,12120.835894
-3.5,40,12123.14639
-4.0,40,12125.657987
-4.0,40,12127.960245
-4.0,40,12130.341812
-4.0,40,12132.729776
-4.5,40,12135.227525
-4.0,40,12137.612435
-5.0,40,12139.982181
-6.0,40,12142.327744
-3.5,40,12178.952703
-4.5,40,12181.275025
-4.0,40,12183.523201
-5.0,40,12186.083433
-3.5,40,12188.424639
-4.0,40,12190.762063
-4.0,40,12193.154074
-4.5,40,12195.68126
-4.5,40,12198.175175
-3.5,40,12200.573881
-4.0,40,12202.819497
-3.5,40,12205.41258
-4.0,40,12207.834483
-4.5,40,12210.296018
-4.5,40,12212.699748
-4.0,40,12215.055247
-4.0,40,12217.546217
-4.5,40,12219.906761
-4.0,40,12222.216347
-4.5,40,12224.568668
-4.0,40,12226.929767
-4.5,40,12229.376896
-4.0,40,12231.939468
-3.5,40,12234.342924
-4.0,40,12236.76633
-4.0,40,12273.280391
-4.0,40,12275.681332
-3.5,40,12278.069801
-4.5,40,12280.517977
-6.0,40,12282.964733
-3.5,40,12285.302591
-4.0,40,12287.691387
-4.5,40,12290.096546
-4.0,40,12292.576566
-3.5,40,12294.91056
-3.5,40,12297.344081
-4.0,40,12299.751268
-4.0,40,12302.127664
-4.0,40,12304.503391
-3.5,40,12306.873929
-4.0,40,12309.422898
-3.5,40,12311.848733
-3.5,40,12314.204372
-3.5,40,12316.601969
-5.0,40,12318.895517
-4.0,40,12321.216032
-4.0,40,12323.529485
-4.5,40,12326.041994
-4.0,40,12328.430247
-5.0,40,12330.808352
-4.0,40,12362.557142
-4.0,40,12364.83006
-4.5,40,12367.184899
-3.5,40,12369.635423
-4.5,40,12372.056616
-3.5,40,12374.388805
-3.5,40,12376.77023
-4.0,40,12379.090748
-4.0,40,12381.432604
-4.0,40,12383.884984
-3.0,40,12386.179318
-5.0,40,12388.5771
-4.0,40,12391.109328
-3.5,40,12393.453727
-4.5,40,12395.755318
-4.5,40,12398.322455
-4.0,40,12400.592579
-5.0,40,12402.883754
-4.5,40,12405.330501
-4.5,40,12407.770001
-3.0,40,12410.113381
-3.0,40,12412.554557
-4.5,40,12414.994539
-4.0,40,12417.303312
-3.5,40,12419.533978
-3.5,40,12456.434525
-4.0,40,12458.838684
-4.0,40,12461.207135
-4.0,40,12463.683168
-4.5,40,12465.938689
-5.0,40,12468.387937
-4.0,40,12470.676231
-3.5,40,12473.131395
-4.5,40,12475.439704
-5.5,40,12477.690958
-3.5,40,12480.113237
-4.0,40,12482.441486
-4.5,40,12485.024823
-6.5,40,12487.339733
-4.0,40,12489.767371
-4.0,40,12492.339863
-4.5,40,12494.70408
-3.5,40,12496.995707
-4.0,40,12499.432549
-4.5,40,12501.761979
-4.0,40,12503.943661
-4.0,40,12506.449741
-4.5,40,12508.756237
-4.0,40,12511.019474
-4.0,40,12513.376578
-4.0,40,12550.431505
-4.0,40,12552.758616
-6.0,40,12555.075884
-4.0,40,12557.359336
-3.5,40,12559.667091
-4.0,40,12562.024246
-3.5,40,12564.520449
-3.0,40,12566.999884
-4.5,40,12569.324237
-4.0,40,12571.691938
-4.0,40,12574.159952
-3.0,40,12576.60101
-4.5,40,12578.956516
-4.0,40,12581.315659
-3.5,40,12583.803859
-4.5,40,12586.276474
-4.5,40,12588.680185
-4.0,40,12591.014195
-4.0,40,12593.314072
-4.5,40,12595.790284
-4.0,40,12598.18345
-4.0,40,12600.59102
-4.5,40,12603.032351
-4.0,40,12605.371697
-4.0,40,12607.774189
-4.0,40,12639.978755
-4.0,40,12642.196234
-4.5,40,12644.467553
-4.0,40,12646.786371
-3.5,40,12649.168235
-4.0,40,12651.670629
-3.0,40,12653.977971
-3.5,40,12656.202337
-4.5,40,12658.521276
-4.0,40,12660.866642
-4.0,40,12663.115054
-3.5,40,12665.580647
-3.5,40,12667.958254
-4.5,40,12670.341598
-4.5,40,12672.685051
-3.5,40,12675.073791
-3.5,40,12677.489945
-4.5,40,12680.000786
-6.0,40,12682.265971
-3.5,40,12684.682442
-4.0,40,12687.107986
-4.0,40,12689.515412
-3.5,40,12691.872299
-4.0,40,12694.36635
-4.5,40,12696.757516
-3.5,40,12733.288559
-4.0,40,12735.550702
-4.0,40,12738.109321
-4.5,40,12740.576301
-4.0,40,12743.00526
-3.5,40,12745.301021
-4.0,40,12747.636156
-4.0,40,12750.088233
-4.5,40,12752.510333
-3.5,40,12754.892981
-6.0,40,12757.295182
-4.0,40,12759.615617
-4.0,40,12762.127826
-4.0,40,12764.522915
-4.0,40,12766.923396
-4.0,40,12769.364
-4.0,40,12771.788503
-3.5,40,12774.148155
-4.0,40,12776.553523
-4.0,40,12778.945087
-3.5,40,12781.454453
-3.5,40,12783.98243
-4.0,40,12786.367001
-4.5,40,12788.712996
-3.5,40,12791.076185
-4.5,40,12827.486037
-3.5,40,12829.694026
-4.0,40,12832.063787
-3.5,40,12834.394143
-3.5,40,12836.796638
-4.0,40,12839.080794
-3.5,40,12841.391464
-4.0,40,12843.928897
-4.0,40,12846.181982
-4.5,40,12848.486948
-4.0,40,12850.997891
-4.0,40,12853.348155
-4.5,40,12855.657025
-4.0,40,12858.097368
-4.5,40,12860.59134
-3.5,40,12863.017009
-4.5,40,12865.423639
-4.5,40,12867.761968
-3.5,40,12870.126421
-4.0,40,12872.527027
-3.5,40,12874.799513
-3.5,40,12877.057312
-6.5,40,12879.423785
-4.5,40,12881.922958
-3.0,40,12884.202515
-4.0,40,12920.563242
-4.5,40,12922.898422
-4.0,40,12925.103654
-4.0,40,12927.431792
-4.0,40,12929.828666
-3.5,40,12932.225697
-3.5,40,12934.804248
-4.0,40,12937.346722
-4.5,40,12939.570992
-3.5,40,12941.88787
-4.5,40,12944.28865
-4.0,40,12946.718321
-3.5,40,12949.115969
-4.5,40,12951.545899
-4.0,40,12953.874821
-3.5,40,12956.351358
-4.0,40,12958.797084
-4.0,40,12961.234958
-3.5,40,12963.691986
-3.5,40,12966.249789
-4.0,40,12968.500498
-4.5,40,12970.902901
-4.0,40,12973.374884
-4.5,40,12975.583559
-4.0,40,12977.844978
-4.5,40,13008.840446
-3.5,40,13011.270985
-4.0,40,13013.548455
-4.0,40,13015.920122
-6.0,40,13018.408401
-4.0,40,13020.918379
-3.5,40,13023.305017
-3.5,40,13025.797464
-4.0,40,13028.330748
-3.5,40,13030.752216
-4.0,40,13033.262672
-3.5,40,13035.570772
-3.0,40,13038.054189
-4.5,40,13040.371801
-4.5,40,13043.005879
-4.0,40,13045.344532
-3.5,40,13047.68358
-4.0,40,13049.944873
-4.5,40,13052.358455
-3.5,40,13054.669599
-4.0,40,13057.062855
-4.5,40,13059.410048
-3.0,40,13061.723826
-4.0,40,13064.181956
-3.5,40,13066.5478
-4.0,40,13102.695125
-4.5,40,13105.205603
-4.0,40,13107.638515
-3.5,40,13110.147346
-6.0,40,13112.478993
-4.0,40,13114.840933
-3.5,40,13117.163477
-4.0,40,13119.625724
-5.0,40,13121.980368
-4.0,40,13124.59499
-3.5,40,13127.147011
-3.0,40,13129.62074
-4.0,40,13132.082858
-4.5,40,13134.513058
-4.0,40,13137.021877
-3.5,40,13139.387347
-4.0,40,13141.819604
-4.0,40,13144.299917
-4.0,40,13146.734574
-3.5,40,13149.284572
-4.0,40,13151.756622
-3.5,40,13154.127277
-4.0,40,13156.48088
-4.0,40,13158.906951
-4.0,40,13161.332633
-3.0,40,13198.701066
-3.5,40,13201.190386
-3.0,40,13203.625551
-3.5,40,13206.028729
-3.5,40,13208.421633
-3.5,40,13210.820748
-4.5,40,13213.34323
-3.0,40,13215.771643
-5.5,40,13218.190768
-4.0,40,13220.622656
-4.5,40,13223.141771
-3.5,40,13225.683988
-4.0,40,13227.988437
-3.5,40,13230.395138
-3.5,40,13232.870453
-3.5,40,13235.431759
-3.5,40,13237.879309
-4.0,40,13240.326736
-3.5,40,13242.618021
-3.5,40,13244.875721
-4.0,40,13247.195899
-3.5,40,13249.535394
-4.5,40,13251.873425
-5.5,40,13254.203691
-4.0,40,13256.50267
-3.5,40,13288.030899
-4.0,40,13290.347852
-3.5,40,13292.665593
-3.5,40,13295.091944
-3.5,40,13297.347396
-3.5,40,13299.86459
-3.5,40,13302.127666
-4.0,40,13304.419936
-3.0,40,13306.720941
-4.5,40,13309.223994
-4.5,40,13311.573825
-3.0,40,13314.003822
-3.5,40,13316.34303
-4.0,40,13318.727061
-4.0,40,13321.169755
-3.5,40,13323.497715
-3.5,40,13325.887411
-3.0,40,13328.328645
-4.0,40,13330.75491
-3.5,40,13333.171351
-4.5,40,13335.570507
-3.5,40,13337.99192
-4.0,40,13340.278273
-3.5,40,13342.806649
-3.0,40,13345.055464
-4.0,40,13382.070254
-4.0,40,13384.424761
-3.0,40,13386.832895
-3.5,40,13389.225215
-3.5,40,13391.622366
-3.5,40,13394.079301
-3.5,40,13396.462297
-3.5,40,13398.914088
-3.5,40,13401.326873
-3.5,40,13403.668585
-3.5,40,13406.153257
-3.5,40,13408.660087
-3.5,40,13410.932753
-3.5,40,13413.264572
-3.5,40,13415.743028
-3.0,40,13418.081339
-3.5,40,13420.530233
-3.5,40,13422.905446
-3.5,40,13425.42378
-4.0,40,13427.860955
-4.0,40,13430.136001
-4.0,40,13432.525512
-3.5,40,13434.866069
-3.5,40,13437.291231
-4.0,40,13439.733034
-3.5,40,13476.062823
-3.5,40,13478.495446
-3.5,40,13480.995597
-4.5,40,13483.303286
-3.5,40,13485.713715
-3.5,40,13488.00338
-3.5,40,13490.463263
-4.0,40,13492.764441
-4.0,40,13495.174698
-4.0,40,13497.656132
-3.0,40,13500.059056
-3.0,40,13502.44389
-4.0,40,13504.830775
-4.0,40,13507.221591
-4.0,40,13509.676102
-4.0,40,13512.061196
-4.0,40,13514.579113
-3.5,40,13517.03053
-4.0,40,13519.474129
-4.0,40,13521.84561
-3.5,40,13524.359669
-3.5,40,13526.795014
-3.5,40,13529.352858
-4.0,40,13531.789808
-3.5,40,13534.189112
-3.5,40,13569.71998
-3.5,40,13572.219951
-3.5,40,13574.522531
-3.5,40,13576.965099
-4.0,40,13579.323948
-3.0,40,13581.71441
-3.0,40,13584.187517
-4.0,40,13586.601517
-4.0,40,13589.028112
-4.0,40,13591.552134
-3.0,40,13593.917289
-3.5,40,13596.444711
-3.5,40,13598.848864
-3.5,40,13601.192964
-4.0,40,13603.657454
-3.5,40,13606.094388
-3.0,40,13608.594808
-3.5,40,13611.031602
-3.5,40,13613.296366
-3.5,40,13615.732382
-3.5,40,13618.061721
-3.5,40,13620.583404
-4.0,40,13623.141728
-3.5,40,13625.61695
-4.0,40,13628.064548
-3.0,40,13659.643639
-3.0,40,13661.958326
-4.0,40,13664.355268
-3.5,40,13666.900692
-4.0,40,13669.203894
-3.5,40,13671.653877
-4.0,40,13673.997341
-3.5,40,13676.512182
-3.0,40,13678.894264
-3.5,40,13681.338245
-3.5,40,13683.729005
-4.0,40,13686.100788
-4.5,40,13688.5209
-3.0,40,13691.055382
-4.0,40,13693.478753
-4.0,40,13695.89288
-7.0,40,13698.385977
-3.0,40,13700.824912
-4.0,40,13703.27045
-6.0,40,13705.739977
-3.5,40,13708.195084
-6.0,40,13710.573745
-4.0,40,13713.012854
-4.0,40,13715.385807
-4.5,40,13717.778217
-3.5,40,13754.863615
-3.5,40,13757.186906
-4.0,40,13759.683171
-3.5,40,13762.019874
-3.5,40,13764.511903
-3.5,40,13766.832884
-4.0,40,13769.170251
-3.5,40,13771.437194
-3.0,40,13774.042706
-3.5,40,13776.527772
-3.5,40,13778.819674
-4.0,40,13781.185325
-3.5,40,13783.413329
-4.0,40,13785.840353
-3.5,40,13788.322024
-4.0,40,13790.679143
-4.0,40,13793.158945
-3.5,40,13795.582101
-4.0,40,13798.068805
-3.5,40,13800.482429
-4.0,40,13802.948938
-3.5,40,13805.32523
-4.0,40,13807.877857
-3.5,40,13810.343125
-3.5,40,13812.748609
-3.5,40,13849.729483
-3.5,40,13852.118145
-3.5,40,13854.365376
-3.0,40,13856.844574
-4.0,40,13859.228266
-3.5,40,13861.515761
-3.5,40,13863.892064
-6.0,40,13866.180236
-3.5,40,13868.536926
-3.5,40,13870.893319
-3.5,40,13873.271374
-4.0,40,13875.710637
-4.0,40,13878.181279
-3.5,40,13880.682811
-3.5,40,13883.184329
-3.0,40,13885.686005
-4.0,40,13887.922181
-3.5,40,13890.299608
-3.0,40,13892.622463
-4.5,40,13895.09472
-3.0,40,13897.448348
-3.0,40,13899.941972
-4.0,40,13902.21352
-3.5,40,13904.491393
-3.5,40,13906.871485
-4.0,40,13943.441781
-3.5,40,13945.899775
-4.0,40,13948.239789
-3.5,40,13950.835024
-4.0,40,13953.178148
-3.5,40,13955.562562
-3.5,40,13957.913026
-3.5,40,13960.394984
-2.5,40,13962.722356
-4.0,40,13965.244303
-3.5,40,13967.572515
-3.0,40,13969.978704
-3.5,40,13972.259516
-3.0,40,13974.682276
-3.0,40,13977.060164
-3.5,40,13979.611867
-3.5,40,13981.874806
-4.0,40,13984.218391
-3.5,40,13986.64177
-3.0,40,13989.054411
-4.0,40,13991.42642
-3.5,40,13993.833046
-3.5,40,13996.156351
-3.0,40,13998.464218
-3.5,40,14000.910945
-3.5,40,14032.995437
-3.5,40,14035.339934
-3.5,40,14037.800854
-4.0,40,14040.118121
-3.5,40,14042.583295
-3.5,40,14044.987929
-3.0,40,14047.44572
-3.5,40,14049.715044
-4.0,40,14052.204043
-3.5,40,14054.538202
-4.0,40,14056.929409
-3.5,40,14059.319209
-3.0,40,14061.8601
-3.5,40,14064.238749
-3.5,40,14066.608219
-3.5,40,14068.906103
-3.0,40,14071.313457
-3.5,40,14073.862465
-4.0,40,14076.329205
-3.0,40,14078.68401
-4.0,40,14080.922653
-3.5,40,14083.191273
-4.0,40,14085.525221
-3.5,40,14087.897504
-3.0,40,14090.20513
-3.5,40,14132.026682
-3.5,40,14134.399153
-3.5,40,14136.76917
-3.5,40,14139.287509
-3.5,40,14141.730546
-3.0,40,14144.255778
-4.0,40,14146.65081
-3.5,40,14149.165395
-3.5,40,14151.536059
-3.5,40,14153.848894
-3.0,40,14156.329076
-4.0,40,14158.644439
-3.5,40,14160.976334
-3.5,40,14163.45857
-3.5,40,14165.926343
-3.5,40,14168.394428
-3.5,40,14170.728688
-4.0,40,14173.03797
-3.5,40,14175.418633
-3.5,40,14177.795437
-3.5,40,14180.144352
-3.0,40,14182.520432
-4.0,40,14184.829789
-3.5,40,14187.199648
-3.5,40,14189.592397
-3.5,40,14230.199456
-3.5,40,14232.639197
-3.5,40,14235.049922
-4.0,40,14237.363562
-3.5,40,14239.859069
-3.0,40,14242.411601
-3.5,40,14244.89832
-3.0,40,14247.317127
-3.5,40,14249.8689
-3.0,40,14252.207591
-3.0,40,14254.753887
-3.0,40,14257.166085
-3.5,40,14259.728184
-3.5,40,14262.124886
-3.5,40,14264.496799
-3.0,40,14266.867906
-3.0,40,14269.283913
-3.5,40,14271.747763
-3.5,40,14274.153088
-6.5,40,14276.596911
-3.5,40,14279.030773
-4.0,40,14281.338622
-3.0,40,14283.819694
-3.5,40,14286.156793
-3.5,40,14288.590456
-3.5,40,14320.529985
-4.0,40,14322.881804
-3.5,40,14325.239927
-3.5,40,14327.480242
-4.0,40,14329.803853
-4.0,40,14332.387689
-3.5,40,14334.706235
-3.5,40,14337.036134
-4.0,40,14339.331385
-3.5,40,14341.725883
-3.5,40,14344.107352
-3.5,40,14346.553301
-4.0,40,14348.870429
-4.0,40,14351.306636
-4.0,40,14353.688769
-3.5,40,14356.04692
-3.5,40,14358.396667
-3.0,40,14360.781624
-3.5,40,14363.10577
-3.5,40,14365.364285
-3.5,40,14367.762429
-3.5,40,14370.195906
-3.5,40,14372.484294
-3.5,40,14374.86059
-3.5,40,14377.309329
-3.0,40,14414.303696
-2.5,40,14416.617052
-5.5,40,14419.079625
-3.0,40,14421.376989
-4.0,40,14423.689201
-3.5,40,14426.006959
-3.0,40,14428.317624
-3.5,40,14430.609339
-3.5,40,14432.914062
-3.5,40,14435.297598
-3.5,40,14437.731565
-3.5,40,14440.087666
-3.5,40,14442.615754
-3.5,40,14444.895685
-4.0,40,14447.329177
-6.5,40,14449.847063
-3.5,40,14452.239206
-3.5,40,14454.590472
-3.5,40,14457.035152
-4.5,40,14459.387077
-3.5,40,14461.814211
-3.5,40,14464.352197
-4.0,40,14466.713573
-3.0,40,14469.146276
-3.5,40,14471.467357
-3.5,40,14508.586948
-4.0,40,14511.131013
-3.5,40,14513.681313
-3.5,40,14516.039868
-3.5,40,14518.455964
-3.5,40,14520.961708
-4.0,40,14523.375407
-4.0,40,14525.668056
-3.5,40,14528.004664
-3.5,40,14530.501184
-3.5,40,14532.773079
-3.5,40,14535.368802
-3.5,40,14537.758062
-3.0,40,14540.272882
-4.0,40,14542.553129
-3.0,40,14545.060447
-3.0,40,14547.336876
-3.5,40,14549.730599
-3.0,40,14552.13016
-4.0,40,14554.523369
