#{"t_start": 1757786018.3683665, "env_id": null}
r,l,t
-3.5,40,18927.286712
-3.5,40,18929.617269
-4.0,40,18932.093682
-4.0,40,18934.490152
-3.0,40,18937.027277
-4.0,40,18939.463377
-4.0,40,18941.873249
-3.5,40,18944.300336
-4.0,40,18946.641691
-4.0,40,18978.345049
-4.0,40,18980.632702
-4.0,40,18982.959155
-3.5,40,18985.328897
-4.0,40,18987.685699
-4.0,40,18990.03068
-3.5,40,18992.34951
-3.5,40,18994.699341
-4.0,40,18997.080796
-3.5,40,18999.494711
-3.0,40,19001.84372
-3.0,40,19004.307154
-3.5,40,19006.740215
-3.5,40,19009.103891
-3.5,40,19011.52657
-4.0,40,19013.795097
-3.5,40,19016.121295
-3.5,40,19018.397734
-3.5,40,19020.753336
-3.0,40,19023.053754
-3.0,40,19025.386368
-3.5,40,19027.789556
-3.0,40,19030.201739
-3.5,40,19032.658008
-3.5,40,19035.024487
-3.0,40,19071.863356
-3.0,40,19074.166303
-4.0,40,19076.538093
-3.0,40,19079.059777
-3.5,40,19081.491376
-3.0,40,19083.780175
-2.5,40,19086.154401
-3.5,40,19088.551707
-3.5,40,19091.005265
-3.5,40,19093.46147
-3.5,40,19095.930006
-3.0,40,19098.233542
-3.5,40,19100.669436
-3.5,40,19103.058067
-3.5,40,19105.51802
-4.0,40,19107.909857
-3.5,40,19110.321025
-3.5,40,19112.708049
-4.0,40,19115.091698
-3.5,40,19117.568438
-4.0,40,19120.061199
-3.5,40,19122.608632
-3.5,40,19125.093367
-3.0,40,19127.456494
-3.5,40,19129.908226
-3.0,40,19166.820918
-3.0,40,19169.255675
-3.5,40,19171.664377
-4.0,40,19174.162681
-3.0,40,19176.690445
-4.0,40,19178.993309
-4.0,40,19181.387307
-3.5,40,19183.832034
-4.0,40,19186.09748
-3.5,40,19188.657093
-4.0,40,19191.207264
-3.5,40,19193.569961
-3.5,40,19196.061679
-3.0,40,19198.398532
-3.5,40,19200.928365
-4.0,40,19203.333162
-4.0,40,19205.664968
-3.5,40,19207.931234
-3.0,40,19210.362617
-3.5,40,19212.859804
-3.5,40,19215.240347
-3.5,40,19217.662224
-3.5,40,19220.101949
-3.5,40,19222.544181
-3.5,40,19225.101146
-3.5,40,19261.852117
-3.5,40,19264.200982
-3.5,40,19266.510499
-3.5,40,19268.889428
-4.0,40,19271.271911
-4.0,40,19273.71587
-3.5,40,19276.08412
-3.0,40,19278.441143
-3.5,40,19280.952364
-3.5,40,19283.490577
-3.5,40,19285.950893
-3.0,40,19288.379812
-4.0,40,19290.838234
-3.5,40,19293.190886
-3.5,40,19295.637661
-3.0,40,19298.040409
-3.0,40,19300.528847
-4.0,40,19302.917566
-3.5,40,19305.291346
-3.5,40,19307.654527
-3.0,40,19310.031722
-4.0,40,19312.601751
-3.5,40,19314.856634
-3.5,40,19317.387404
-3.5,40,19319.685306
-3.0,40,19351.116274
-3.0,40,19353.396729
-3.5,40,19355.767876
-3.5,40,19358.133489
-3.0,40,19360.521215
-3.0,40,19362.919747
-3.0,40,19365.154409
-3.5,40,19367.517301
-3.5,40,19370.001879
-3.0,40,19372.293458
-3.0,40,19374.758769
-3.5,40,19377.148392
-3.5,40,19379.523787
-3.5,40,19381.929912
-3.5,40,19384.273624
-3.0,40,19386.637525
-4.0,40,19388.9973
-3.5,40,19391.297152
-3.5,40,19393.719155
-3.5,40,19396.09071
-3.5,40,19398.425956
-3.0,40,19400.779761
-3.5,40,19403.197072
-4.0,40,19405.673774
-3.5,40,19408.077335
-3.5,40,19444.559261
-3.5,40,19446.971279
-3.5,40,19449.390494
-3.0,40,19451.794007
-3.5,40,19454.085227
-3.5,40,19456.493146
-3.5,40,19458.974701
-4.0,40,19461.337915
-3.5,40,19463.764042
-3.5,40,19466.016935
-3.0,40,19468.517752
-3.5,40,19470.848234
-3.0,40,19473.283351
-3.5,40,19475.548234
-3.5,40,19477.928335
-3.5,40,19480.273546
-3.5,40,19482.590939
-3.0,40,19484.980953
-3.5,40,19487.436287
-3.0,40,19489.729247
-3.5,40,19492.09762
-3.0,40,19494.556152
-3.5,40,19496.826738
-3.5,40,19499.416059
-3.5,40,19501.816956
-3.5,40,19540.815447
-3.5,40,19543.150026
-3.0,40,19545.533337
-4.0,40,19548.017302
-3.5,40,19550.399081
-3.5,40,19552.773213
-3.5,40,19555.09042
-3.5,40,19557.451347
-3.5,40,19559.959524
-3.5,40,19562.334357
-3.5,40,19564.66754
-3.0,40,19567.068549
-3.5,40,19569.340897
-3.5,40,19571.762225
-3.5,40,19574.115425
-3.0,40,19576.551234
-3.5,40,19578.940718
-3.5,40,19581.30003
-3.5,40,19583.591557
-3.5,40,19586.052569
-3.0,40,19588.41018
-3.5,40,19590.732973
-3.5,40,19593.262036
-3.0,40,19595.64029
-3.5,40,19598.176239
-3.0,40,19629.49999
-3.5,40,19631.740988
-3.5,40,19634.063324
-3.5,40,19636.415639
-3.5,40,19638.702806
-3.5,40,19641.074055
-3.0,40,19643.333189
-3.0,40,19645.629043
-3.5,40,19647.911024
-3.5,40,19650.247674
-4.0,40,19652.757043
-3.0,40,19655.147219
-3.5,40,19657.619962
-3.5,40,19660.188342
-3.5,40,19662.476391
-3.5,40,19664.708662
-3.0,40,19667.098506
-3.5,40,19669.405128
-3.0,40,19671.78317
-3.5,40,19674.105099
-3.0,40,19676.633428
-3.0,40,19678.993709
-3.5,40,19681.318394
-4.0,40,19683.677974
-3.5,40,19686.004366
-3.5,40,19724.376178
-3.0,40,19726.585754
-3.5,40,19728.952946
-3.5,40,19731.298775
-4.0,40,19733.775005
-3.0,40,19736.182825
-3.5,40,19738.565253
-3.5,40,19740.859649
-3.5,40,19743.303861
-3.5,40,19745.685087
-3.0,40,19748.010331
-3.0,40,19750.366061
-3.5,40,19752.650513
-3.5,40,19755.191774
-3.0,40,19757.563394
-3.0,40,19760.048586
-3.5,40,19762.344962
-3.5,40,19764.6324
-3.5,40,19767.084498
-3.5,40,19769.59656
-3.5,40,19772.147127
-3.0,40,19774.551569
-3.5,40,19777.01505
-3.5,40,19779.45862
-3.0,40,19781.933621
-3.5,40,19818.090683
-3.5,40,19820.549573
-3.5,40,19823.063873
-3.5,40,19825.502118
-3.0,40,19827.955655
-3.0,40,19830.411676
-3.0,40,19832.786271
-3.5,40,19835.247046
-3.5,40,19837.569556
-4.0,40,19840.008123
-3.5,40,19842.51804
-3.5,40,19844.938545
-3.0,40,19847.366985
-3.5,40,19849.620217
-3.5,40,19851.961731
-3.0,40,19854.339133
-3.5,40,19856.765272
-3.5,40,19859.266159
-3.5,40,19861.637139
-3.0,40,19863.923126
-3.5,40,19866.302499
-3.5,40,19868.806456
-3.5,40,19871.11727
-3.5,40,19873.528514
-3.0,40,19875.92742
-3.0,40,19915.819797
-3.0,40,19918.050047
-3.0,40,19920.358032
-3.5,40,19922.668908
-3.5,40,19925.074492
-3.5,40,19927.528377
-3.5,40,19929.743366
-3.5,40,19932.023155
-3.5,40,19934.391312
-3.0,40,19936.761285
-3.5,40,19939.198635
-3.0,40,19941.534325
-3.5,40,19944.098077
-3.5,40,19946.539647
-3.0,40,19948.931139
-3.0,40,19951.292747
-3.5,40,19953.558549
-4.5,40,19955.920146
-3.0,40,19958.142612
-3.5,40,19960.523436
-3.5,40,19962.889384
-3.0,40,19965.216869
-3.5,40,19967.58252
-3.5,40,19970.089638
-3.5,40,19972.343593
-4.0,40,20004.04882
-3.5,40,20006.471712
-3.5,40,20008.856272
-3.0,40,20011.239648
-3.5,40,20013.494686
-3.0,40,20015.963422
-3.0,40,20018.357523
-3.5,40,20020.866246
-3.5,40,20023.188084
-3.5,40,20025.485109
-3.0,40,20027.905439
-3.5,40,20030.342231
-3.5,40,20032.664548
-4.0,40,20035.004595
-3.5,40,20037.327513
-3.5,40,20039.682301
-3.5,40,20042.003449
-3.5,40,20044.385898
-3.0,40,20046.781928
-3.5,40,20049.208438
-3.0,40,20051.61614
-3.0,40,20054.029915
-3.5,40,20056.386756
-3.5,40,20058.842403
-7.0,40,20061.183039
-3.5,40,20097.183173
-3.0,40,20099.580546
-3.5,40,20101.972604
-3.5,40,20104.271364
-3.5,40,20106.625354
-3.0,40,20108.850815
-3.5,40,20111.278253
-4.0,40,20113.647524
-3.0,40,20116.093405
-3.5,40,20118.402241
-3.5,40,20120.670958
-4.0,40,20122.960391
-3.5,40,20125.462156
-3.5,40,20127.900271
-3.5,40,20130.217229
-3.5,40,20132.547259
-4.0,40,20134.94786
-3.5,40,20137.216682
-3.5,40,20139.546477
-3.5,40,20141.934958
-4.0,40,20144.264678
-3.0,40,20146.667199
-3.0,40,20149.095662
-3.5,40,20151.499058
-3.0,40,20153.757242
-3.0,40,20189.971477
-3.0,40,20192.307809
-3.0,40,20194.689326
-3.0,40,20197.070243
-5.5,40,20199.399723
-3.0,40,20201.696547
-4.0,40,20204.141892
-3.0,40,20206.52632
-3.5,40,20208.842535
-3.5,40,20211.258223
-3.0,40,20213.533596
-3.5,40,20215.880335
-3.0,40,20218.485149
-3.0,40,20220.831306
-3.5,40,20223.241789
-3.5,40,20225.687341
-3.5,40,20228.121127
-3.0,40,20230.536232
-3.5,40,20232.911803
-4.0,40,20235.1581
-3.5,40,20237.410814
-3.5,40,20239.633187
-3.5,40,20242.028873
-3.5,40,20244.462764
-3.5,40,20246.854425
-3.5,40,20281.267001
-3.5,40,20283.565729
-3.5,40,20285.882121
-3.5,40,20288.442984
-3.5,40,20290.772657
-3.0,40,20293.125474
-3.0,40,20295.54957
-3.5,40,20297.967202
-3.5,40,20300.266325
-3.5,40,20302.747886
-3.5,40,20305.122775
-3.0,40,20307.520087
-3.5,40,20309.764764
-3.0,40,20312.114997
-3.5,40,20314.486188
-3.0,40,20316.945233
-3.5,40,20319.322184
-3.0,40,20321.696006
-4.0,40,20323.976279
-3.5,40,20326.291323
-3.0,40,20328.594872
-3.5,40,20331.008882
-3.0,40,20333.249107
-3.5,40,20335.794425
-3.5,40,20338.162366
-3.0,40,20375.173378
-3.0,40,20377.46276
-3.0,40,20379.807943
-3.5,40,20382.296765
-3.5,40,20384.821657
-3.5,40,20387.222395
-3.5,40,20389.564923
-3.5,40,20391.864959
-3.5,40,20394.37515
-3.0,40,20396.673492
-3.5,40,20399.184568
-3.5,40,20401.515845
-3.5,40,20403.971223
-3.5,40,20406.288549
-3.0,40,20408.622264
-3.0,40,20410.966692
-3.0,40,20413.272773
-4.0,40,20415.563276
-3.5,40,20417.957372
-3.5,40,20420.464236
-3.0,40,20422.934428
-3.0,40,20425.316175
-3.5,40,20427.672581
-3.0,40,20430.098876
-3.5,40,20432.393894
-3.5,40,20478.292191
-3.5,40,20480.660094
-3.5,40,20483.236112
-3.5,40,20485.59567
-3.5,40,20488.098119
-3.0,40,20490.401847
-3.5,40,20492.874229
-3.5,40,20495.183996
-3.0,40,20497.633974
-3.5,40,20500.024896
-3.0,40,20502.454284
-3.5,40,20504.835872
-3.5,40,20507.197341
-3.0,40,20509.767894
-3.0,40,20512.15864
-3.5,40,20514.551965
-3.5,40,20516.828764
-4.0,40,20519.172996
-3.5,40,20521.557986
-3.0,40,20523.951712
-3.0,40,20526.176274
-3.5,40,20528.653787
-3.5,40,20531.099624
-3.5,40,20533.575876
-3.0,40,20536.084537
-3.5,40,20580.369055
-3.5,40,20582.666364
-3.0,40,20585.171885
-3.0,40,20587.524428
-3.5,40,20590.061207
-6.5,40,20592.388963
-4.0,40,20594.783457
-3.5,40,20597.14051
-3.0,40,20599.44611
-3.5,40,20601.79789
-3.0,40,20604.257896
-3.5,40,20606.572988
-3.5,40,20608.959079
-3.0,40,20611.397654
-3.0,40,20613.878299
-3.5,40,20616.2709
-3.0,40,20618.631984
-3.0,40,20620.963775
-3.5,40,20623.237999
-3.5,40,20625.567033
-3.0,40,20628.040188
-3.5,40,20630.205649
-3.5,40,20632.586447
-3.5,40,20635.049414
-3.0,40,20637.432339
-3.0,40,20670.888957
-3.5,40,20673.269258
-3.0,40,20675.642317
-3.0,40,20678.070823
-3.5,40,20680.464993
-3.0,40,20682.801959
-3.5,40,20685.255357
-3.5,40,20687.527035
-3.5,40,20689.823232
-3.5,40,20692.098426
-3.0,40,20694.435056
-3.5,40,20696.670956
-3.5,40,20699.03338
-3.5,40,20701.321691
-6.0,40,20703.688066
-3.5,40,20706.002544
-3.0,40,20708.472366
-3.5,40,20710.770316
-3.5,40,20713.057797
-3.0,40,20715.307175
-3.5,40,20717.685802
-3.5,40,20720.196041
-3.0,40,20722.587867
-3.5,40,20724.871228
-3.5,40,20727.237212
-3.0,40,20763.535068
-4.5,40,20765.792292
-3.5,40,20768.042055
-4.0,40,20770.225127
-3.5,40,20772.396997
-3.0,40,20774.704262
-3.5,40,20777.005275
-3.0,40,20779.339388
-3.0,40,20781.68144
-3.5,40,20783.95945
-3.0,40,20786.320596
-3.5,40,20788.657716
-3.5,40,20791.003181
-3.0,40,20793.364501
-3.5,40,20795.718995
-3.0,40,20798.019016
-3.5,40,20800.390546
-3.0,40,20802.787641
-3.5,40,20805.117966
-3.5,40,20807.417681
-3.0,40,20809.816391
-3.5,40,20812.022884
-3.5,40,20814.279318
-3.5,40,20816.62694
-3.5,40,20818.9331
-3.0,40,20855.86848
-3.5,40,20858.220031
-3.5,40,20860.484643
-3.5,40,20862.813113
-3.0,40,20865.19505
-3.5,40,20867.465451
-3.0,40,20869.812127
-4.0,40,20872.196406
-3.5,40,20874.469851
-3.5,40,20876.88897
-3.0,40,20879.145336
-3.5,40,20881.566789
-3.0,40,20883.864072
-3.0,40,20886.189855
-3.0,40,20888.527573
-3.5,40,20890.888825
-3.5,40,20893.101238
-3.5,40,20895.521303
-3.5,40,20897.732961
-3.0,40,20899.928193
-3.5,40,20902.248428
-3.5,40,20904.794534
-3.5,40,20907.087441
-3.5,40,20909.418901
-3.5,40,20911.829602
-3.5,40,20948.263769
-3.5,40,20950.457002
-4.0,40,20952.779918
-3.5,40,20955.037322
-3.5,40,20957.519911
-3.0,40,20959.792342
-3.5,40,20962.222889
-3.5,40,20964.525474
-3.0,40,20966.962076
-3.5,40,20969.22742
-3.5,40,20971.658175
-3.5,40,20974.005741
-3.5,40,20976.279053
-3.5,40,20978.655256
-4.0,40,20981.050763
-3.0,40,20983.357754
-3.5,40,20985.658452
-4.0,40,20988.088992
-3.0,40,20990.459358
-3.5,40,20992.864827
-3.5,40,20995.241946
-3.5,40,20997.546416
-3.0,40,20999.827939
-3.5,40,21002.181129
-3.5,40,21004.491113
-3.5,40,21036.19607
-3.5,40,21038.581127
-3.5,40,21040.921788
-3.5,40,21043.335969
-3.5,40,21045.62127
-3.0,40,21047.905354
-3.5,40,21050.204279
-3.5,40,21052.647899
-3.0,40,21054.934206
-4.0,40,21057.336565
-3.5,40,21059.724702
-3.5,40,21061.884428
-3.5,40,21064.190093
-3.5,40,21066.447183
-3.5,40,21068.889934
-3.5,40,21071.204407
-3.5,40,21073.554485
-3.5,40,21075.871053
-3.0,40,21078.258225
-3.5,40,21080.636366
-3.0,40,21082.979992
-3.5,40,21085.227413
-3.5,40,21087.553869
-3.5,40,21089.864105
-3.5,40,21092.171947
-3.0,40,21129.098193
-3.5,40,21131.333358
-3.5,40,21133.78864
-3.5,40,21136.222853
-3.0,40,21138.412653
-4.0,40,21140.830475
-3.5,40,21143.228125
-3.0,40,21145.570765
-3.5,40,21147.992033
-3.5,40,21150.573498
-3.5,40,21152.816356
-3.5,40,21155.164582
-3.0,40,21157.479558
-3.5,40,21159.931589
-4.0,40,21162.263209
-3.0,40,21164.601206
-3.5,40,21166.988855
-3.5,40,21169.446634
-3.5,40,21171.903483
-3.5,40,21174.429497
-3.0,40,21176.786545
-3.5,40,21179.297058
-3.0,40,21181.562226
-3.5,40,21183.914974
-3.5,40,21186.156677
-3.5,40,21222.544759
-4.0,40,21225.111136
-3.5,40,21227.553138
-3.5,40,21230.033268
-3.0,40,21232.269275
-4.0,40,21234.688781
-3.5,40,21236.986569
-3.5,40,21239.406616
-3.0,40,21241.754524
-3.5,40,21244.193247
-3.0,40,21246.46523
-4.0,40,21248.789506
-3.0,40,21251.191264
-3.0,40,21253.621611
-3.5,40,21255.965525
-3.5,40,21258.570749
-3.5,40,21260.884012
-3.5,40,21263.345702
-3.5,40,21265.794755
-3.5,40,21268.091542
-3.0,40,21270.377255
-3.5,40,21272.726592
-3.0,40,21275.069532
-3.0,40,21277.42596
-3.5,40,21279.798254
-3.5,40,21312.223797
-4.0,40,21314.63177
-3.5,40,21317.036249
-3.5,40,21319.366391
-3.5,40,21321.637965
-3.0,40,21323.975896
-3.5,40,21326.382761
-3.0,40,21328.790445
-3.5,40,21331.093524
-3.5,40,21333.475976
-3.0,40,21336.021507
-3.0,40,21338.437398
-3.5,40,21340.794894
-3.0,40,21343.050614
-3.0,40,21345.336506
-3.0,40,21347.655486
-3.0,40,21349.954705
-3.5,40,21352.45462
-3.5,40,21354.698796
-3.5,40,21357.251421
-3.5,40,21359.645787
-3.0,40,21362.043982
-3.5,40,21364.4081
-3.5,40,21366.89617
-3.5,40,21369.287409
-3.5,40,21405.816267
-3.0,40,21408.096052
-3.0,40,21410.324759
-3.5,40,21412.718791
-3.5,40,21415.013983
-3.0,40,21417.483473
-3.5,40,21419.93018
-3.0,40,21422.206991
-3.0,40,21424.507685
-3.5,40,21426.975142
-3.0,40,21429.262319
-3.5,40,21431.798281
-3.0,40,21434.207761
-3.5,40,21436.695447
-3.0,40,21439.07518
-3.5,40,21441.480673
-3.5,40,21443.78508
-3.0,40,21446.314759
-3.5,40,21448.688324
-3.5,40,21451.206324
-3.5,40,21453.659846
-3.5,40,21456.085106
-3.0,40,21458.458404
-3.5,40,21460.967052
-3.0,40,21463.47587
-3.5,40,21501.561343
-3.5,40,21503.961971
-3.5,40,21506.309781
-3.5,40,21508.837241
-3.5,40,21511.161932
-3.5,40,21513.651459
-3.0,40,21516.07527
-3.5,40,21518.459891
-3.5,40,21520.861864
-3.5,40,21523.380141
-3.5,40,21525.955189
-4.5,40,21528.347379
-3.0,40,21530.817358
-3.5,40,21533.389023
-3.5,40,21535.793104
-3.0,40,21538.266557
-3.5,40,21540.645061
-3.5,40,21543.19402
-3.5,40,21545.599133
-3.5,40,21548.128554
-3.0,40,21550.509593
-3.5,40,21552.929423
-3.0,40,21555.314226
-3.5,40,21557.879003
-3.5,40,21560.130111
-3.0,40,21596.761004
-3.5,40,21599.065299
-3.5,40,21601.491525
-3.5,40,21603.923863
-3.5,40,21606.344625
-4.0,40,21608.563879
-3.5,40,21610.949112
-3.5,40,21613.384412
-3.5,40,21615.650507
-3.5,40,21617.969144
-3.5,40,21620.383516
-3.5,40,21622.921132
-3.0,40,21625.227762
-3.0,40,21627.508931
-3.0,40,21629.822774
-3.5,40,21632.168921
-3.5,40,21634.605469
-3.5,40,21636.988928
-3.5,40,21639.478805
-3.0,40,21641.798817
-3.0,40,21644.201
-3.5,40,21646.522908
-3.0,40,21648.982587
-3.5,40,21651.46798
-3.0,40,21653.897618
-3.0,40,21685.889277
-3.5,40,21688.180843
-3.0,40,21690.515666
-3.5,40,21692.890741
-3.0,40,21695.264039
-3.5,40,21697.798863
-3.0,40,21700.123737
-3.5,40,21702.477815
-3.0,40,21704.936093
-3.5,40,21707.255724
-3.5,40,21709.660725
-3.5,40,21712.144797
-3.0,40,21714.527809
-3.5,40,21716.939944
-3.5,40,21719.287894
-3.5,40,21721.594788
-3.5,40,21723.904603
-3.5,40,21726.253084
-3.5,40,21728.603681
-3.5,40,21731.075987
-3.0,40,21733.444065
-3.0,40,21735.970622
-4.0,40,21738.387358
-3.5,40,21740.806518
-3.5,40,21743.133373
-3.5,40,21780.07587
-3.5,40,21782.356901
-3.5,40,21784.661199
-3.5,40,21786.961194
-3.5,40,21789.390009
-3.0,40,21791.895195
-3.0,40,21794.355255
-3.5,40,21796.811187
-4.0,40,21799.145463
-3.5,40,21801.597955
-3.5,40,21803.952639
-3.5,40,21806.381437
-3.5,40,21808.733732
-3.5,40,21811.14251
-3.5,40,21813.573514
-3.0,40,21815.89102
-3.0,40,21818.248633
-3.0,40,21820.758104
-3.5,40,21823.15933
-3.5,40,21825.711427
-3.5,40,21828.096952
-3.5,40,21830.49964
-3.5,40,21832.772637
-3.5,40,21835.205577
-3.5,40,21837.634697
-3.0,40,21873.984029
-3.5,40,21876.396288
-4.0,40,21878.863399
-3.0,40,21881.378175
-3.0,40,21883.915243
-3.5,40,21886.343493
-3.5,40,21888.867594
-3.5,40,21891.337141
-4.0,40,21893.655417
-3.0,40,21896.005718
-3.5,40,21898.308432
-3.5,40,21900.690937
-3.5,40,21903.172858
-3.0,40,21905.635424
-3.5,40,21908.12499
-3.5,40,21910.56457
-6.0,40,21912.898821
-3.5,40,21915.359309
-3.5,40,21917.725811
-3.5,40,21920.218882
-3.5,40,21922.622968
-3.0,40,21925.080848
-3.0,40,21927.393145
-4.0,40,21929.803584
-3.5,40,21932.094721
-3.0,40,21964.599745
-3.5,40,21966.914546
-3.0,40,21969.270421
-3.0,40,21971.689863
-3.0,40,21974.118822
-3.0,40,21976.66308
-3.5,40,21978.9803
-3.5,40,21981.473249
-6.0,40,21983.853185
-4.0,40,21986.160757
-3.0,40,21988.597543
-3.5,40,21990.955418
-3.5,40,21993.399772
-3.5,40,21995.851875
-3.0,40,21998.259539
-3.5,40,22000.738897
-3.5,40,22003.208604
-3.5,40,22005.661845
-3.0,40,22008.064586
-3.5,40,22010.56754
-3.5,40,22012.90062
-3.5,40,22015.327371
-3.5,40,22017.645968
-3.5,40,22020.093894
-3.5,40,22022.600419
-3.5,40,22059.731018
-3.5,40,22062.113699
-3.5,40,22064.435856
-3.5,40,22066.81871
-3.5,40,22069.233525
-3.5,40,22071.632067
-3.0,40,22074.024982
-3.5,40,22076.422254
-3.0,40,22078.804952
-3.0,40,22081.242859
-3.5,40,22083.674362
-3.5,40,22086.113514
-3.0,40,22088.638847
-3.0,40,22091.075751
-3.5,40,22093.403584
-3.0,40,22095.882604
-3.5,40,22098.20521
-3.0,40,22100.545616
-3.5,40,22102.993734
-3.5,40,22105.378658
-3.5,40,22107.768265
-3.5,40,22110.163227
-3.5,40,22112.678095
-3.0,40,22115.121526
-3.5,40,22117.663974
-3.5,40,22153.606235
-3.5,40,22156.079496
-3.0,40,22158.702459
-3.5,40,22161.130105
-3.5,40,22163.471906
-3.0,40,22165.907509
-3.5,40,22168.239338
-3.0,40,22170.60923
-3.5,40,22173.100352
-3.5,40,22175.544191
-3.5,40,22178.057063
-3.5,40,22180.540149
-3.5,40,22183.005178
-3.0,40,22185.494639
-4.0,40,22188.062551
-3.5,40,22190.526694
-3.5,40,22192.983709
-3.5,40,22195.5067
-3.5,40,22197.824003
-3.5,40,22200.125792
-4.0,40,22202.655658
-3.0,40,22204.943947
-3.5,40,22207.464328
-3.5,40,22210.01194
-3.0,40,22212.222119
-3.0,40,22249.35564
-3.0,40,22251.658222
-3.5,40,22254.062526
-3.5,40,22256.393939
-3.5,40,22258.867316
-3.0,40,22261.299182
-3.5,40,22263.77824
-3.5,40,22266.210046
-3.0,40,22268.633591
-3.0,40,22271.10833
-3.5,40,22273.42737
-3.0,40,22275.769996
-3.0,40,22278.325514
-3.5,40,22280.801646
-3.0,40,22283.295425
-3.5,40,22285.637283
-3.5,40,22287.940432
-3.5,40,22290.590392
-3.5,40,22292.965598
-3.5,40,22295.338848
-3.0,40,22297.739038
-3.0,40,22300.197021
-3.5,40,22302.593477
-3.0,40,22305.01485
-3.0,40,22307.389081
-4.0,40,22339.171796
-3.5,40,22341.467941
-3.0,40,22343.867188
-3.5,40,22346.40461
-3.5,40,22348.89713
-3.0,40,22351.341022
-3.0,40,22353.769738
-3.5,40,22356.209483
-3.5,40,22358.495378
-3.5,40,22360.984414
-3.5,40,22363.321769
-3.5,40,22365.775563
-3.5,40,22368.186565
-3.5,40,22370.476823
-3.5,40,22373.020093
-3.5,40,22375.466172
-3.5,40,22377.886759
-3.5,40,22380.220957
-3.0,40,22382.563653
-3.0,40,22385.017681
-3.0,40,22387.499715
-4.0,40,22389.914752
-3.5,40,22392.336751
-3.0,40,22394.756112
-3.5,40,22397.251113
-3.0,40,22433.857318
-3.0,40,22436.351226
-3.5,40,22438.759609
-3.5,40,22441.189131
-3.0,40,22443.590557
-3.0,40,22446.050064
-3.0,40,22448.365671
-3.5,40,22450.782803
-3.5,40,22453.11997
-3.5,40,22455.501659
-3.0,40,22457.952219
-3.5,40,22460.446398
-3.5,40,22462.743354
-3.0,40,22465.324036
-3.0,40,22467.761401
-3.5,40,22470.223431
-3.0,40,22472.531108
-3.5,40,22474.987535
-3.5,40,22477.303924
-3.5,40,22479.760805
-4.0,40,22482.234565
-3.5,40,22484.573148
-3.5,40,22487.078222
-3.5,40,22489.493728
-3.5,40,22491.797231
-3.5,40,22528.1592
-3.0,40,22530.536351
-3.0,40,22532.859436
-3.0,40,22535.129351
-3.5,40,22537.361999
-3.5,40,22539.732869
-3.5,40,22542.266045
-3.0,40,22544.694624
-3.5,40,22547.185885
-3.0,40,22549.578397
-3.0,40,22552.087366
-3.0,40,22554.548042
-3.0,40,22557.050729
-3.5,40,22559.452221
-3.0,40,22561.894589
-3.0,40,22564.256351
-3.0,40,22566.696111
-3.5,40,22569.044877
-3.5,40,22571.468424
-3.5,40,22573.720679
-3.5,40,22576.268939
-3.0,40,22578.467601
-3.5,40,22580.851531
-3.5,40,22583.217611
-3.5,40,22585.690899
-3.5,40,22617.779692
-3.5,40,22620.148329
-3.5,40,22622.546545
-3.0,40,22624.797809
-3.5,40,22627.307289
-3.5,40,22629.702392
-3.5,40,22632.032708
-3.0,40,22634.452186
-3.0,40,22636.947892
-4.0,40,22639.312492
-3.0,40,22641.760408
-3.0,40,22644.212927
-3.5,40,22646.673913
-3.0,40,22649.086932
-3.0,40,22651.552377
-3.0,40,22653.990267
-3.0,40,22656.456458
-3.5,40,22658.913023
-3.5,40,22661.283686
-3.5,40,22663.630913
-3.5,40,22666.0656
-3.0,40,22668.429155
-3.5,40,22670.875009
-3.0,40,22673.251045
-3.5,40,22675.548309
-3.0,40,22715.249777
-3.0,40,22717.653783
-3.5,40,22720.049677
-3.5,40,22722.363968
-3.0,40,22724.759777
-3.5,40,22727.099945
-3.0,40,22729.436325
-3.5,40,22731.872658
-3.0,40,22734.385219
-3.5,40,22736.880875
-6.5,40,22739.34202
-4.0,40,22741.683291
-3.5,40,22744.16198
-3.0,40,22746.59225
-6.5,40,22748.953466
-3.5,40,22751.332438
-3.5,40,22753.648968
-3.5,40,22756.042413
-3.5,40,22758.333037
-4.0,40,22760.832658
-3.0,40,22763.11922
-3.5,40,22765.591944
-3.0,40,22767.91424
-3.5,40,22770.270749
-3.0,40,22772.594571
-3.0,40,22815.598477
-3.5,40,22817.952294
-3.5,40,22820.409325
-3.5,40,22822.94777
-3.0,40,22825.262239
-3.5,40,22827.67948
-3.5,40,22829.994656
-6.0,40,22832.494351
-3.5,40,22834.969215
-3.0,40,22837.441688
-3.5,40,22839.777406
-3.5,40,22842.202472
-4.0,40,22844.667141
-3.0,40,22847.182678
-3.5,40,22849.542524
-3.5,40,22851.981097
-3.5,40,22854.395588
-3.5,40,22856.909106
-3.5,40,22859.333518
-3.5,40,22861.820105
-3.0,40,22864.170755
-4.0,40,22866.545073
-3.5,40,22868.832281
-3.5,40,22871.146772
-3.0,40,22873.44145
-3.5,40,22910.560676
-3.5,40,22913.011462
-3.5,40,22915.502656
-3.0,40,22918.043555
-3.0,40,22920.426274
-3.0,40,22922.960605
-3.0,40,22925.397091
-3.0,40,22927.885468
-3.5,40,22930.239516
-3.0,40,22932.641879
-3.5,40,22935.001872
-3.5,40,22937.495538
-3.0,40,22939.765983
-3.0,40,22942.147122
-3.0,40,22944.519021
